train_loss,val_loss
0.03097614440722046,0.0203460551565513
0.1214431662077981,0.019383282323057454
0.11930642768533693,0.0943317733084162
0.08558214825784995,0.08114280675848325
0.12855838623794694,0.29252861936887103
0.11950325606287354,0.046830975566990674
0.09626368561725097,0.005606889899354428
0.07899371156020572,0.01740683661773801
0.08903052667328329,0.026598178936789434
0.08915483592405778,0.050227297159532704
0.07931235566286853,0.011332003322119514
0.06809686664146958,0.19565793002645174
0.08873153764202639,0.018076488360141713
0.07697149899926174,0.16079836214582124
0.06731539596027385,0.02581511492220064
0.06148532918154227,0.024282076628878713
0.050668428298430865,0.013048654422163963
0.05007813304783432,0.0013383992481976748
0.04980551359605872,0.012369496476215621
0.050370266661047935,0.0066508771463607745
0.04866845726630547,0.006568299043768396
0.04905573167855403,0.006577780994120985
0.04888889770006278,0.029669520910829306
0.04738715835157092,0.009166133240796626
0.047442404139373034,0.016047013845915597
0.047893061384524184,0.013107012957334518
0.04480523878225574,0.023976553231477737
0.04389839994945322,0.033823988710840545
0.04374963090177281,0.06417032455404599
0.04350340236150832,0.007159395143389702
0.04446384356857312,0.031592480915909014
0.04396616931814976,0.02102578974639376
0.043160143534704626,0.022606990532949567
