Date,Actual,Mean_Pred,Lower_90,Upper_90,Std_Pred,Lower_90_raw,Upper_90_raw
2023-03-27,201.2606201171875,190.7133,46.7063801595327,334.72022506507665,7.9084873,179.38686,203.34846
2023-03-28,199.117431640625,192.26817,48.26125076500145,336.2750956705454,8.257473,178.1783,205.92801
2023-03-29,203.7510681152344,192.50543,48.49850967613426,336.5123545816782,7.4206696,181.00171,206.67014
2023-03-30,206.2216796875,192.399,48.392079622423324,336.4059245279673,7.3244944,181.27423,204.57307
2023-03-31,210.2897491455078,194.19461,50.18768814293114,338.2015330484751,8.14139,179.71556,208.91125
2023-04-03,211.41098022460935,195.4867,51.47977188316551,339.49361678870946,9.130605,182.44382,210.5679
2023-04-04,213.048095703125,197.8246,53.817677766954574,341.8315226724985,8.422315,184.77362,212.9864
2023-04-05,209.83331298828122,200.53014,56.52321365562645,344.5370585611704,9.467365,184.90376,216.06068
2023-04-06,214.4173889160156,199.08759,55.08066299644676,343.0945079019907,8.803169,184.60837,213.06392
2023-04-10,213.07786560058597,200.25433,56.24741104332176,344.2612559488657,8.41932,187.46774,213.92798
2023-04-11,212.18490600585935,201.44978,57.442860872423324,345.4567057779673,8.689239,187.73831,215.86882
2023-04-12,212.33370971679688,202.44151,58.43459060875145,346.4484355142954,9.304753,188.35074,217.91864
2023-04-13,218.63427734375,200.27634,56.26941421714989,344.28325912269383,9.6742525,186.37485,216.32584
2023-04-14,219.7653961181641,203.03802,59.03110244957176,347.0449473551157,8.972072,189.5767,217.69513
2023-04-17,217.15586853027344,205.53258,61.52565506187645,349.5394999674204,9.5721445,190.56833,220.3266
2023-04-18,216.1934356689453,206.39583,62.388905794298324,350.4027506998423,9.346539,190.27367,221.74524
2023-04-19,214.02047729492188,204.22026,60.2133381673452,348.22718307288915,10.225988,188.18883,220.80022
2023-04-20,211.41098022460935,203.38673,59.379811556017074,347.393656461561,9.284221,187.1084,218.6165
2023-04-21,211.2323455810547,203.70483,59.69791153160301,347.71175643714696,9.586661,187.7335,219.5708
2023-04-24,211.1331329345703,202.49594,58.48901870933739,346.50286361488133,8.836051,188.88882,217.01094
2023-04-25,205.93394470214844,202.99442,58.98749283043114,347.0013377359751,9.048858,187.80032,218.05536
2023-04-26,207.76954650878903,200.55678,56.549855501329574,344.5637004068735,9.48676,186.15689,216.5419
2023-04-27,236.70248413085935,198.8774,54.870473177110824,342.8843180826548,8.562514,186.37675,212.97952
2023-04-28,238.44879150390625,208.04227,64.03534439293114,352.0491892984751,10.13692,189.38576,223.02544
2023-05-01,241.2864990234375,211.8239,67.8169758626577,355.83082076820165,10.790613,194.69545,227.1934
2023-05-02,237.377197265625,215.86266,71.85573318687645,359.8695780924204,11.475083,196.57219,233.00194
2023-05-03,235.1844024658203,219.16583,75.15891006675926,363.1727549723032,10.463558,201.14845,234.08197
2023-05-04,231.70172119140625,219.8512,75.84427383629051,363.85811874183446,11.188042,199.03252,236.09927
2023-05-05,230.96749877929688,218.46036,74.45343521324364,362.4672801187876,11.694297,196.83046,235.37318
2023-05-08,231.4537048339844,218.89824,74.8913166829702,362.90516158851415,10.7119055,198.3867,234.88548
2023-05-09,231.5528717041016,218.76855,74.76163223472801,362.77547714027196,11.080222,199.32622,235.926
2023-05-10,231.26515197753906,218.6125,74.60558059898582,362.6194255045298,11.209775,198.82834,233.89809
2023-05-11,233.9540405273437,217.83443,73.82750442711082,361.8413493326548,11.087123,197.65388,233.7014
2023-05-12,231.9894561767578,217.54463,73.53770950523582,361.5515544107798,11.262041,196.07054,232.61147
2023-05-15,237.0001678466797,218.53513,74.52820327964989,362.54204818519383,11.166293,198.35735,233.5921
