Quarter_End,RMSE
2021-04-01,12.271531224714149
2021-07-01,9.688277494802108
2021-09-30,14.788965030368526
2021-12-30,9.13959752386109
2022-03-31,12.743801153789395
2022-07-01,38.71954740420563
2022-09-30,35.76201419214241
2022-12-30,6.692927986457652
2023-04-03,12.355743545185824
2023-07-05,14.348508326791414
2023-10-03,32.52607655462328
2024-01-03,13.785223174595805
2024-04-04,57.546319845085954
2024-07-05,79.20172493705121
2024-10-03,13.49508419836651
