Date,Actual,Mean_Pred,Lower_90,Upper_90,Std_Pred,Lower_90_raw,Upper_90_raw
2023-03-27,98.04000091552734,117.787125,52.1552562143996,183.41899305317853,11.736839,97.317215,135.5291
2023-03-28,97.23999786376952,118.576355,52.94448656107929,184.2082233998582,10.900174,99.45974,136.69077
2023-03-29,100.25,117.60329,51.9714183237746,183.23515516255353,10.158208,100.81522,132.68504
2023-03-30,102.0,117.67018,52.0383128550246,183.30204969380353,10.105683,100.463104,133.33238
2023-03-31,103.29000091552733,119.152336,53.520467701216006,184.78420453999493,10.237253,102.00443,135.16739
2023-04-03,102.41000366210938,120.89803,55.26616472270038,186.5299015614793,9.482917,104.52216,136.00616
2023-04-04,103.94999694824219,117.16781,51.53594011332538,182.7996769521043,11.034084,97.60948,133.93073
2023-04-05,101.09999847412111,119.1275,53.49563402201679,184.7593708607957,9.812015,102.96679,135.0702
2023-04-06,102.05999755859376,118.048744,52.416875782270694,183.68061262104962,11.383205,98.52838,134.62631
2023-04-10,102.16999816894531,118.6783,53.04643053080585,184.31016736958478,10.3392725,99.05981,134.17644
2023-04-11,99.91999816894533,118.43432,52.802450123091006,184.06618696186993,11.428683,97.87239,135.52065
2023-04-12,97.83000183105467,118.2843,52.65243333842304,183.91617017720196,11.560408,96.8265,135.49866
2023-04-13,102.4000015258789,118.36784,52.735975208540225,183.99971204731915,10.402604,99.69781,133.73082
2023-04-14,102.51000213623048,118.04295,52.411085071821475,183.6748219106004,10.01574,102.50029,135.16788
2023-04-17,102.73999786376952,119.146065,53.51419633891132,184.77793317769024,10.182563,99.921036,133.42627
2023-04-18,102.3000030517578,117.10574,51.47387498881366,182.7376118275926,10.910404,100.85133,134.086
2023-04-19,104.3000030517578,118.973465,53.34159654643085,184.60533338520978,10.983293,100.88235,136.25441
2023-04-20,103.80999755859376,119.42052,53.788648548383975,185.0523853871629,9.770524,102.053986,134.56133
2023-04-21,106.95999908447266,118.37961,52.74773973490741,184.01147657368634,10.913161,100.55148,135.84642
2023-04-24,106.20999908447266,118.82912,53.1972484018996,184.46098524067853,10.123002,100.43289,132.98772
2023-04-25,102.56999969482422,119.43682,53.804952564497256,185.06868940327618,10.56571,99.68782,135.74783
2023-04-26,104.98000335693358,119.0787,53.44682878520038,184.7105656239793,10.662756,101.30495,134.17621
2023-04-27,109.81999969482422,118.71282,53.080953541059756,184.34469037983868,10.238313,100.95957,134.59544
2023-04-28,105.4499969482422,119.39734,53.76547044779804,185.02920728657696,10.2596655,99.949585,133.62994
2023-05-01,102.0500030517578,118.63935,53.00748247172382,184.27121931050274,10.991198,98.42656,135.79935
2023-05-02,103.62999725341795,118.37643,52.74455827738788,184.0082951161668,10.686138,99.39274,135.43686
2023-05-03,103.65000152587889,118.280235,52.64836687113788,183.9121037099168,10.484578,100.23311,135.92116
2023-05-04,103.99999999999999,118.87978,53.24791521098163,184.51165204976056,10.602214,101.79724,135.80783
2023-05-05,105.66000366210938,118.59618,52.964315357466006,184.22805219624493,10.284139,98.05357,133.30487
2023-05-08,105.83000183105466,118.52904,52.897169056196475,184.1609058949754,10.549702,101.79855,135.21175
2023-05-09,106.62000274658203,117.81262,52.18075365092304,183.44449048970196,10.038848,99.659996,132.17447
2023-05-10,110.19000244140624,118.42979,52.797918262739444,184.06165510151837,10.660406,100.39333,135.40672
2023-05-11,112.18000030517578,119.323235,53.691366138716006,184.95510297749493,10.665618,101.6428,135.89127
2023-05-12,110.26000213623048,119.84564,54.21377367045429,185.4775105092332,10.710951,101.10069,135.14311
2023-05-15,111.1999969482422,119.22896,53.59708971049335,184.86082654927228,10.263343,102.0051,135.03497
2023-05-16,113.4000015258789,120.40294,54.771070423383975,186.0348072621629,10.311826,102.59884,136.24399
2023-05-17,115.49999999999999,120.085655,54.45378679301288,185.7175236317918,11.143193,102.15337,137.35884
2023-05-18,118.1500015258789,121.11188,55.48000902201679,186.7437458607957,11.162296,101.565094,136.84615
2023-05-19,116.25,119.86947,54.23760026957538,185.5013371083543,10.951218,99.025024,135.82695
