train_loss,val_loss
0.005332177367731843,0.15717199444770813
0.0796293750547058,0.1541399471461773
0.12235675454225943,0.0891433705886205
0.09151739913418337,0.006149765104055405
0.10003067601334166,0.009218983255171528
0.09897492585339394,0.0079951454536058
0.11576150658624505,0.13369325920939445
0.04981207557311454,0.13309092819690704
0.04910042150058197,0.12948730091253915
0.048985002595819185,0.1270030066370964
0.04892621074287928,0.1252745303014914
0.04887876978965425,0.12405586739381154
0.04834873211425643,0.1236870897312959
0.04834038796198675,0.12341191495458285
0.04837497813773721,0.12316912040114403
0.04835821445858865,0.12296692778666814
0.04835514309956192,0.12279027327895164
0.04830379321517992,0.12262418493628502
0.04826032651612035,0.12246591597795486
