Quarter_End,RMSE
2021-04-01,23.0683106054556
2021-07-01,20.578626527135324
2021-09-30,56.43179703989937
2021-12-30,197.0350043203084
2022-03-31,171.44064650544763
2022-07-01,20.963508791366838
2022-09-30,30.01398666259734
2022-12-30,33.00384878486388
2023-04-03,110.52020824149443
2023-07-05,126.95243814393118
2023-10-03,133.30959329254472
2024-01-03,185.6996156258018
2024-04-04,218.33984059588855
2024-07-05,240.80367700759894
2024-10-03,232.0843996388327
