Quarter_End,RMSE
2021-04-01,0.6939517250513874
2021-07-01,3.5463803697843166
2021-09-30,5.099065249758506
2021-12-30,7.053602856715669
2022-03-31,3.319974757021296
2022-07-01,11.575537046560612
2022-09-30,1.8574699854709382
2022-12-30,6.737243754860686
2023-04-03,14.107494278349364
2023-07-05,8.009924805540265
2023-10-03,35.82416602421944
2024-01-03,8.892647716706339
2024-04-04,30.992261549594566
2024-07-05,49.00424523424171
2024-10-03,100.81707872766215
