Date,Actual,Predicted,Lower_90,Upper_90
2020-12-31,13.002531051635742,13.53274154663086,12.459469689262201,14.606013403999517
2021-01-04,13.060794830322266,13.531079292297363,12.457807434928705,14.604351149666021
2021-01-05,13.350873947143556,13.534018516540527,12.46074665917187,14.607290373909185
2021-01-06,12.563802719116213,13.554015159606934,12.480743302238276,14.627287016975592
2021-01-07,13.29037094116211,13.528033256530762,12.454761399162104,14.60130511389942
2021-01-08,13.223390579223633,13.541400909423828,12.46812905205517,14.614672766792486
2021-01-11,13.56675148010254,13.553997993469238,12.48072613610058,14.627269850837896
2021-01-12,13.430553436279297,13.58466625213623,12.511394394767573,14.657938109504888
2021-01-13,13.477365493774414,13.605772018432617,12.53250016106396,14.679043875801275
2021-01-14,13.147197723388672,13.62396240234375,12.550690544975092,14.697234259712408
2021-01-15,12.807816505432127,13.620484352111816,12.547212494743158,14.693756209480474
2021-01-19,12.972899436950684,13.59350872039795,12.520236863029291,14.666780577766607
2021-01-20,13.31203269958496,13.57437801361084,12.501106156242182,14.647649870979498
2021-01-21,13.81176471710205,13.578792572021484,12.505520714652826,14.652064429390142
2021-01-22,13.65738582611084,13.614075660705566,12.540803803336908,14.687347518074224
2021-01-25,13.59837532043457,13.641033172607422,12.567761315238764,14.71430502997608
2021-01-26,13.381253242492676,13.659943580627441,12.586671723258783,14.7332154379961
2021-01-27,12.86583423614502,13.662616729736328,12.58934487236767,14.735888587104986
2021-01-28,12.998546600341797,13.633405685424805,12.560133828056147,14.706677542793463
2021-01-29,12.937543869018556,13.608465194702148,12.53519333733349,14.681737052070806
2021-02-01,13.183798789978027,13.583245277404785,12.509973420036127,14.656517134773443
2021-02-02,13.50226593017578,13.576859474182129,12.503587616813471,14.650131331550787
2021-02-03,13.476120948791504,13.592927932739258,12.5196560753706,14.666199790107916
2021-02-04,13.609332084655762,13.610335350036621,12.537063492667963,14.683607207405279
2021-02-05,13.536375999450684,13.632735252380371,12.559463395011713,14.706007109749029
2021-02-08,14.380720138549805,13.648374557495117,12.57510270012646,14.721646414863775
2021-02-09,14.205923080444336,13.701554298400879,12.628282441032221,14.774826155769537
2021-02-10,14.70490837097168,13.742961883544922,12.669690026176264,14.81623374091358
2021-02-11,15.189456939697266,13.795808792114258,12.7225369347456,14.869080649482916
2021-02-12,14.90112018585205,13.857460021972656,12.784188164603998,14.930731879341314
2021-02-16,15.268634796142578,13.897139549255371,12.823867691886713,14.970411406624029
2021-02-17,14.84609031677246,13.935425758361816,12.862153900993158,15.008697615730474
2021-02-18,14.769399642944336,13.952195167541504,12.878923310172846,15.025467024910162
2021-02-19,14.866507530212402,13.957985877990723,12.884714020622065,15.03125773535938
2021-02-22,14.298052787780762,13.962124824523926,12.888852967155268,15.035396681892584
2021-02-23,14.085160255432127,13.947046279907227,12.873774422538569,15.020318137275884
2021-02-24,14.440726280212402,13.921588897705078,12.84831704033642,14.994860755073736
2021-02-25,13.25401496887207,13.909002304077148,12.83573044670849,14.982274161445806
2021-02-26,13.659381866455078,13.856390953063965,12.783119095695307,14.929662810432623
2021-03-01,13.786118507385254,13.817208290100098,12.74393643273144,14.890480147468756
2021-03-02,13.35236930847168,13.792438507080078,12.71916664971142,14.865710364448736
2021-03-03,12.753283500671388,13.755437850952148,12.68216599358349,14.828709708320806
2021-03-04,12.32053279876709,13.692325592041016,12.619053734672358,14.765597449409674
2021-03-05,12.411415100097656,13.608258247375488,12.53498639000683,14.681530104744146
2021-03-08,11.54665470123291,13.535675048828125,12.462403191459467,14.608946906196783
2021-03-09,12.474233627319336,13.417240142822266,12.343968285453608,14.490512000190924
2021-03-10,12.422426223754885,13.375160217285156,12.301888359916498,14.448432074653814
2021-03-11,12.945744514465332,13.350537300109863,12.277265442741205,14.423809157478521
2021-03-12,12.80875015258789,13.374222755432129,12.300950898063471,14.447494612800787
