Date,Actual,Mean_Pred,Lower_90,Upper_90,Std_Pred,Lower_90_raw,Upper_90_raw
2023-03-27,60.23796844482422,49.695263,-63.41472449315562,162.80525031102673,4.0960875,42.22996,55.918137
2023-03-28,60.03231811523438,50.38155,-62.728437566886086,163.49153723729626,3.895658,44.395515,56.934082
2023-03-29,60.10919952392578,50.528522,-62.581464910636086,163.63850989354626,4.0317755,43.980938,56.695755
2023-03-30,60.90200805664063,49.983765,-63.126222753653664,163.09375205052868,3.9241154,42.97796,56.037395
2023-03-31,61.65060424804688,50.033108,-63.076879644522805,163.14309515965954,4.047417,43.31718,56.264732
2023-04-03,61.739978790283196,49.562515,-63.5474721433021,162.67250266088024,3.8512566,43.28906,55.274376
2023-04-04,60.965431213378906,50.11909,-62.99089636815562,163.22907843602673,4.0003514,42.355125,56.394188
2023-04-05,60.446495056152344,49.94081,-63.1691762448646,163.05079855931774,3.951647,43.732586,56.471798
2023-04-06,59.834362030029304,50.643284,-62.466703558097024,163.75327124608532,3.9707904,43.13247,56.240646
2023-04-10,60.290821075439446,50.26565,-62.844335699210305,163.37563910497204,4.112454,42.44342,56.280964
2023-04-11,59.7315330505371,50.028408,-63.081579351554055,163.1383954526283,4.043225,43.275238,56.060387
2023-04-12,59.26353073120117,50.323093,-62.786893987784524,163.43308081639782,3.8382387,44.339798,57.46405
2023-04-13,59.98811340332031,50.408154,-62.70183386815562,163.51814093602673,3.679387,44.539906,55.705215
2023-04-14,59.53645706176758,50.432087,-62.677900457511086,163.54207434667126,3.7782195,43.635105,56.51043
2023-04-17,60.28794097900391,50.29513,-62.814855718741555,163.4051190854408,4.088933,42.297253,57.01138
2023-04-18,60.76458358764648,50.373814,-62.736173772940774,163.48380103124157,3.9325461,43.22408,56.70083
2023-04-19,60.97408294677735,50.019363,-63.09062399877085,163.1293508054115,3.8475358,43.46848,56.215965
2023-04-20,60.83185195922853,50.058357,-63.05163016332163,163.1683446408607,4.356951,42.719685,56.777138
2023-04-21,60.820320129394524,50.391117,-62.7188703061439,163.50110449803844,4.1983733,43.384567,56.841564
2023-04-24,60.97792053222656,50.008694,-63.101293707022805,163.11868109715954,4.260497,42.84528,56.428196
2023-04-25,59.7747802734375,49.83871,-63.271276617179055,162.9486981870033,4.0010457,43.081223,55.81242
2023-04-26,59.21453094482422,50.002632,-63.10735526097788,163.11261954320446,4.3008347,42.88759,56.583828
