train_loss,val_loss
0.028325961506063188,0.002288702356357438
0.1044690090800739,0.017411546044362087
0.08206110698584881,0.01588657382914486
0.07621800005263477,0.0065028460618729396
0.07713235368417506,0.012532082900482541
0.051224261233410624,0.06578890172143777
0.053700175683910924,0.017787034856155515
0.06993175490491989,0.0390275896837314
0.04963863340930806,0.934466560681661
0.06604471560610735,0.5978863537311554
0.054779431912013225,0.37444253265857697
0.050706939877407556,0.9517075816790262
0.04998274954225592,1.8362350066502888
0.050010956640579494,0.011265492610012492
0.05009658133753368,0.26711763938268024
0.0495630149552771,5.308361053466797
