Quarter_End,RMSE
2021-04-01,11.016484060383284
2021-07-01,38.92611160370748
2021-09-30,36.357962960978654
2021-12-30,147.31987604803948
2022-03-31,82.49811253629781
2022-07-01,22.45461458702708
2022-09-30,16.65920652641341
2022-12-30,11.338424945033621
2023-04-03,13.864842866274278
2023-07-05,29.274031872291825
2023-10-03,35.16340392103963
2024-01-03,11.617896518479396
2024-04-04,133.24839900713167
2024-07-05,270.74838498393814
2024-10-03,49.92576949907284
