Date,Actual,Mean_Pred,Lower_90,Upper_90,Std_Pred,Lower_90_raw,Upper_90_raw
2023-03-27,96.61000061035156,89.080666,7.729932033435716,170.4313991433221,11.670533,67.69288,102.5718
2023-03-28,94.55999755859376,87.590355,6.239621364490404,168.94108847437678,12.22552,63.62564,102.28165
2023-03-29,96.08999633789062,88.102516,6.751782619373216,169.4532497292596,11.635481,63.34034,102.432976
2023-03-30,97.87999725341794,87.3752,6.0244648093146225,168.725931919201,11.422532,66.01194,102.06786
2023-03-31,98.01000213623048,89.524414,8.17368050755681,170.8751476174432,10.140863,69.99663,102.90731
2023-04-03,96.55999755859376,85.8979,4.5471698874396225,167.248636997326,13.222581,58.9703,101.977394
2023-04-04,95.87000274658205,87.407455,6.0567218893927475,168.75818899927913,11.123501,64.99629,101.99641
2023-04-05,92.55999755859376,87.323586,5.972851955310716,168.6743190651971,12.517979,63.990932,102.20051
2023-04-06,92.47000122070311,87.545296,6.194562160388841,168.89602927027522,12.754603,63.148766,102.45347
2023-04-10,95.4800033569336,87.89881,6.548077785388841,169.24954489527522,11.847809,66.59725,102.32894
2023-04-11,94.02999877929686,87.7069,6.356167995349779,169.05763510523616,11.521961,65.64297,102.22586
2023-04-12,92.33000183105467,87.971855,6.621121608631029,169.3225887185174,12.320596,62.253014,102.57738
2023-04-13,92.08999633789062,87.32945,5.9787189597052475,168.68018606959163,11.294784,67.67678,102.21351
2023-04-14,91.75000000000001,87.51658,6.165845119373216,168.8673122292596,11.961744,67.622765,102.82909
2023-04-17,89.87000274658203,87.888405,6.537671291248216,169.2391384011346,11.346844,65.67703,102.41128
2023-04-18,89.77999877929688,86.8875,5.5367633932989975,168.23823050318538,12.165056,64.39875,102.35367
2023-04-19,89.94000244140625,88.64092,7.290188991443529,169.9916561013299,12.542498,62.09442,102.783424
2023-04-20,90.11000061035156,87.10348,5.752743923084154,168.45421103297053,13.57213,60.495575,102.14724
2023-04-21,88.43000030517578,88.04723,6.696500026599779,169.39796713648616,12.139392,65.67715,102.72215
2023-04-24,87.56999969482422,86.601845,5.251111232654466,167.95257834254085,12.199178,66.73238,102.042854
2023-04-25,83.80000305175781,86.93766,5.586926662341966,168.28839377222835,12.374832,62.049553,102.06531
2023-04-26,85.94000244140624,86.94991,5.599179469959154,168.30064657984553,12.446029,61.362755,101.80592
2023-04-27,87.44000244140625,86.989746,5.63901253880681,168.3404796486932,12.383841,61.92948,102.40226
2023-04-28,89.37000274658203,87.24179,5.891057216541185,168.59252432642757,12.087331,63.280804,102.23231
2023-05-01,89.69000244140625,88.848305,7.497571193591966,170.19903830347835,11.760869,63.23251,102.89959
2023-05-02,89.91000366210938,88.30094,6.950207912341966,169.65167502222835,11.454335,65.96856,102.7665
2023-05-03,81.62000274658205,88.28856,6.9378254050177475,169.63929251490413,11.799295,66.89832,102.79223
2023-05-04,86.61000061035156,86.97852,5.627789699451341,168.32925680933772,13.454396,60.74866,102.89238
2023-05-05,89.83999633789062,85.29774,3.947003566638841,166.64847067652522,12.587462,63.537674,101.24347
2023-05-08,95.04000091552734,86.66058,5.30984994115056,168.01131705103694,12.480669,63.53545,102.09398
2023-05-09,95.05999755859378,87.88389,6.533154689685716,169.2346217995721,11.759787,63.61852,102.21051
2023-05-10,97.0199966430664,86.64585,5.295117580310716,167.9965846901971,11.206653,66.756485,102.19771
2023-05-11,97.0999984741211,88.32026,6.969525539295091,169.67099264918147,12.305589,65.86971,102.54689
2023-05-12,95.26000213623048,85.843216,4.4924823874396225,167.193949497326,12.700007,59.604298,102.093346
2023-05-15,97.4000015258789,88.40713,7.056393825427904,169.75786093531428,11.455315,67.82965,102.566185
2023-05-16,101.4800033569336,88.654396,7.303662502185716,170.0051296120721,11.506368,66.923935,102.436035
2023-05-17,103.74999999999999,86.38632,5.035588466541185,167.73705557642757,12.877096,61.666,102.279
2023-05-18,107.93000030517578,87.04705,5.696316921131029,168.3977840310174,11.393136,63.60634,101.98604
2023-05-19,105.81999969482422,86.8347,5.4839679831427475,168.18543509302913,12.442896,63.70409,102.099396
2023-05-22,108.00000000000001,87.86525,6.5145160788458725,169.21598318873225,11.702319,63.44249,101.9574
2023-05-23,108.12000274658205,88.13702,6.786282741443529,169.4877498513299,11.821098,63.724937,102.16574
