Date,Actual,Predicted,Lower_90,Upper_90
2020-12-31,91.70999908447266,86.98760223388672,79.65312322527878,94.32208124249466
2021-01-04,92.3000030517578,86.96621704101562,79.63173803240768,94.30069604962357
2021-01-05,92.7699966430664,86.97595977783203,79.64148076922409,94.31043878643997
2021-01-06,90.33000183105467,87.01036071777344,79.6758817091655,94.34483972638138
2021-01-07,95.16000366210938,86.94384002685547,79.60936101824753,94.27831903546341
2021-01-08,94.58000183105467,87.06490325927734,79.7304242506694,94.39938226788529
2021-01-11,97.25,87.17701721191406,79.84253820330612,94.511496220522
2021-01-12,95.36000061035156,87.35740661621094,80.022927607603,94.69188562481888
2021-01-13,91.77999877929688,87.45275115966797,80.11827215106003,94.78723016827591
2021-01-14,90.79000091552734,87.38558197021484,80.0511029616069,94.72006097882279
2021-01-15,88.20999908447266,87.24252319335938,79.90804418475143,94.57700220196732
2021-01-19,89.44999694824219,86.98898315429688,79.65450414568893,94.32346216290482
2021-01-20,88.75,86.80300903320312,79.46853002459518,94.13748804181107
2021-01-21,91.52999877929688,86.6351547241211,79.30067571551315,93.96963373272904
2021-01-22,92.79000091552734,86.6469497680664,79.31247075945846,93.98142877667435
2021-01-25,94.12999725341795,86.75646209716797,79.42198308856003,94.09094110577591
2021-01-26,94.70999908447266,86.92317199707031,79.58869298846237,94.25765100567826
2021-01-27,88.83999633789062,87.08399963378906,79.74952062518112,94.418478642397
2021-01-28,87.5199966430664,86.97885131835938,79.64437230975143,94.31333032696732
2021-01-29,85.63999938964844,86.74583435058594,79.411355341978,94.08031335919388
2021-02-01,87.66000366210938,86.40878295898438,79.07430395037643,93.74326196759232
2021-02-02,88.86000061035156,86.21976470947266,78.88528570086471,93.5542437180806
2021-02-03,87.88999938964844,86.17708587646484,78.8426068678569,93.51156488507279
2021-02-04,87.83999633789062,86.12553405761719,78.79105504900924,93.46001306622513
2021-02-05,87.9000015258789,86.08148193359375,78.74700292498581,93.41596094220169
2021-02-08,91.47000122070312,86.05132293701172,78.71684392840378,93.38580194561966
2021-02-09,90.91000366210938,86.23632049560547,78.90184148699753,93.57079950421341
2021-02-10,92.3499984741211,86.39425659179688,79.05977758318893,93.72873560040482
2021-02-11,92.66000366210938,86.5814208984375,79.24694188982956,93.91589990704544
2021-02-12,93.7699966430664,86.74474334716797,79.41026433856003,94.07922235577591
2021-02-16,91.45999908447266,86.91295623779297,79.57847722918503,94.24743524640091
2021-02-17,89.94000244140625,86.94943237304688,79.61495336443893,94.28391138165482
2021-02-18,88.63999938964844,86.8787841796875,79.54430517107956,94.21326318829544
2021-02-19,89.58000183105469,86.72862243652344,79.3941434279155,94.06310144513138
2021-02-22,85.37000274658203,86.62899017333984,79.2945111647319,93.96346918194779
2021-02-23,84.73999786376953,86.33589172363281,79.00141271502487,93.67037073224076
2021-02-24,86.94000244140625,85.99183654785156,78.65735753924362,93.3263155564595
2021-02-25,82.41999816894531,85.84213256835938,78.50765355975143,93.17661157696732
2021-02-26,84.51000213623047,85.45344543457031,78.11896642596237,92.78792444317826
2021-03-01,86.38999938964844,85.23443603515625,77.89995702654831,92.56891504376419
2021-03-02,84.12999725341797,85.24838256835938,77.91390355975143,92.58286157696732
2021-03-03,80.86000061035156,85.14458465576172,77.81010564715378,92.47906366436966
2021-03-04,77.75,84.75763702392578,77.42315801531784,92.09211603253372
2021-03-05,78.5199966430664,84.03564453125,76.70116552264206,91.37012353985794
2021-03-08,73.95999908447266,83.41179656982422,76.07731756121628,90.74627557843216
2021-03-09,78.52999877929688,82.29022979736328,74.95575078875534,89.62470880597122
2021-03-10,77.5199966430664,81.91678619384766,74.58230718523971,89.2512652024556
2021-03-11,81.2300033569336,81.65650939941406,74.32203039080612,88.990988408022
2021-03-12,81.05000305175781,82.04437255859375,74.70989354998581,89.37885156720169
2021-03-15,82.5,82.44668579101562,75.11220678240768,89.78116479962357
2021-03-16,82.75,82.9385757446289,75.60409673602096,90.27305475323685
2021-03-17,82.62999725341797,83.35196685791016,76.01748784930221,90.6864458665181
2021-03-18,78.12000274658203,83.63461303710938,76.30013402850143,90.96909204571732
2021-03-19,79.05999755859375,83.33003234863281,75.99555334002487,90.66451135724076
2021-03-22,80.30000305175781,83.03230285644531,75.69782384783737,90.36678186505326
2021-03-23,78.37999725341797,82.94741821289062,75.61293920428268,90.28189722149857
2021-03-24,76.4800033569336,82.68814849853516,75.35366948992721,90.0226275071431
2021-03-25,76.22000122070312,82.17069244384766,74.83621343523971,89.5051714524556
2021-03-26,77.41000366210938,81.6371841430664,74.30270513445846,88.97166315167435
2021-03-29,77.13999938964844,81.38851928710938,74.05404027850143,88.72299829571732
2021-03-30,76.0,81.22472381591797,73.89024480731003,88.55920282452591
2021-03-31,78.5,80.9344711303711,73.59999212176315,88.26895013897904
2021-04-01,81.08999633789062,81.09302520751953,73.75854619891159,88.42750421612747
2021-04-05,81.43000030517578,75.72028350830078,68.39179168987063,83.04877532673093
2021-04-06,81.44000244140625,76.10469055175781,68.77619873332766,83.43318237018796
2021-04-07,82.19999694824219,76.43128967285156,69.10279785442141,83.75978149128171
2021-04-08,83.3499984741211,76.76225280761719,69.43376098918704,84.09074462604734
2021-04-09,82.76000213623047,77.52938079833984,70.20088897990969,84.85787261677
2021-04-12,78.58000183105469,78.03079986572266,70.7023080472925,85.35929168415281
2021-04-13,80.19000244140625,77.60272979736328,70.27423797893313,84.93122161579343
2021-04-14,78.55000305175781,77.41822052001953,70.08972870158938,84.74671233844968
2021-04-15,83.01000213623047,76.96549224853516,69.637000430105,84.29398406696531
2021-04-16,82.1500015258789,77.40816497802734,70.07967315959719,84.7366567964575
2021-04-19,81.11000061035156,77.73753356933594,70.40904175090579,85.06602538776609
2021-04-20,79.2699966430664,77.80634307861328,70.47785126018313,85.13483489704343
2021-04-21,81.61000061035156,77.46774291992188,70.13925110149172,84.79623473835203
2021-04-22,79.05999755859375,77.58766174316406,70.25916992473391,84.91615356159421
2021-04-23,82.76000213623047,77.23143768310547,69.90294586467532,84.55992950153562
2021-04-26,85.41000366210938,77.61554718017578,70.28705536174563,84.94403899860593
2021-04-27,85.20999908447266,78.49864196777344,71.17015014934329,85.82713378620359
2021-04-28,84.0199966430664,79.22825622558594,71.89976440715579,86.55674804401609
2021-04-29,83.91000366210938,79.60016632080078,72.27167450237063,86.92865813923093
