Date,Actual,Mean_Pred,Lower_90,Upper_90,Std_Pred,Lower_90_raw,Upper_90_raw
2023-03-27,269.4027099609375,271.26474,110.31016716931319,432.21931281115553,34.07427,217.69989,320.91116
2023-03-28,268.2817077636719,272.49542,111.54084954236006,433.4499951842024,33.800877,211.88388,319.538
2023-03-29,273.428466796875,272.1032,111.14863762829756,433.0577832701399,35.127785,200.31668,319.1578
2023-03-30,276.87902832031256,274.2862,113.33162102673506,435.2407666685774,34.136806,211.45544,320.9473
2023-03-31,281.0217590332031,274.23782,113.28325066540694,435.1923963072493,34.444027,210.88235,319.3707
2023-04-03,279.9787902832031,270.13422,109.17964348767256,431.0887891295149,35.69731,207.58653,321.9105
2023-04-04,279.92999267578125,269.72357,108.76899895642256,430.6781445982649,35.2888,206.75732,318.46838
2023-04-05,277.1617126464844,271.94742,110.99284539196944,432.9019910338118,34.47919,211.29459,318.7454
2023-04-06,284.2384948730469,274.72012,113.76555047009444,435.6746961119368,34.096012,206.86627,321.38297
2023-04-10,282.0842590332032,269.43387,108.47929558728194,430.3884412291243,34.09095,211.94545,317.5737
2023-04-11,275.6898193359375,274.61578,113.66121087048506,435.5703565123274,35.1799,202.12724,322.38135
2023-04-12,276.3332214355469,273.10254,112.14796624157881,434.05711188342116,31.571877,217.69781,321.1617
2023-04-13,282.5228576660156,275.9387,114.98411736462569,436.89326300646803,31.864655,214.98514,320.09872
2023-04-14,278.91632080078125,270.14542,109.19084343884444,431.0999890806868,36.52511,194.70613,319.24826
2023-04-17,281.5090942382813,275.21997,114.26539788220381,436.17454352404616,33.85833,216.1349,319.9913
2023-04-18,281.0899963378906,267.8177,106.86311516736006,428.7722608092024,34.84841,208.39648,317.98563
2023-04-19,281.16796875000006,271.83423,110.87965569470381,432.78880133654616,35.1348,208.52412,320.79782
2023-04-20,278.8870849609375,275.90942,114.95485100720381,436.86399664904616,33.7187,217.94887,321.6749
2023-04-21,278.5459289550781,272.8906,111.93602166150069,433.84516730334303,35.731335,214.8573,322.1034
2023-04-24,274.6566162109375,272.26993,111.31535515759444,433.2245007994368,32.945324,219.01674,319.03165
2023-04-25,268.4669494628907,271.75592,110.80134758923506,432.7104932310774,37.109634,209.19905,320.8586
2023-04-26,287.91326904296875,274.128,113.17341790173506,435.0825635435774,33.03411,218.1874,319.4036
2023-04-27,297.13446044921875,272.46582,111.51124749157881,433.42039313342116,35.594967,208.83418,321.3124
2023-04-28,299.50317382812494,275.42618,114.47160515759444,436.3807507994368,35.45895,208.1987,318.86856
2023-05-01,297.8460693359375,272.94843,111.99385247204756,433.9029981138899,35.949017,203.44055,319.196
