Quarter_End,RMSE
2021-04-01,4.54516087138476
2021-07-01,4.712147297174748
2021-09-30,56.6692446657146
2021-12-30,94.56625039534362
2022-03-31,86.13758637425782
2022-07-01,5.357792195008549
2022-09-30,46.866341477135755
2022-12-30,26.04973153441755
2023-04-03,40.70399457847485
2023-07-05,61.68116411528548
2023-10-03,59.29960318580694
2024-01-03,67.29547553662088
2024-04-04,127.10085890994677
2024-07-05,106.15666266791342
2024-10-03,10.947259462768063
