Quarter_End,RMSE
2021-04-01,2.9608814690189065
2021-07-01,10.676984248499648
2021-09-30,10.924388818836439
2021-12-30,9.772261887399202
2022-03-31,7.833559200991618
2022-07-01,6.33958919820701
2022-09-30,7.929398736208579
2022-12-30,19.564530315426396
2023-04-03,33.73630616809184
2023-07-05,27.316757590092354
2023-10-03,58.09918430563997
2024-01-03,51.21662663956761
2024-04-04,23.958724212610722
2024-07-05,60.24857216238792
2024-10-03,25.775134550099086
