train_loss,val_loss
0.04815524988549037,0.01891672075726092
0.12019510601466107,0.18175926618278027
0.07009411168487363,0.21565971647699675
0.05967534925892121,0.17051650894184908
0.019289504446701525,0.04041468860426297
0.02961648137770007,0.016104185798515875
0.007827135956850488,0.0071316612884402275
0.0224548583509103,0.024924757579962414
0.006377171023039544,0.0034398613400602094
0.0068562305597071015,0.0026294161992458007
0.004395240912142779,0.0019072399106031905
0.005014284866909428,0.002205168867173294
0.008812192160769849,0.01687908809011181
0.004563475705287635,0.0023882273429383836
0.0063364976215072805,0.0020525280463819704
0.005879174046438291,0.0019422930490691215
0.003860092505756593,0.004812369782788058
0.007627744495241334,0.011219401688625416
0.008535634766707921,0.019137399426350992
0.00709012313233904,0.003022367658559233
0.008561919362465333,0.003638129603738586
0.008016773843674283,0.0021753399438845613
0.006159051964425965,0.0048932483574996395
0.005349768545043103,0.004936273364971082
0.004845225998400969,0.004296284401789308
0.005164960082226942,0.004211044191227605
