Date,Close,High,Low,Open,Volume
2015-01-02,39.68174743652344,40.241840426113875,39.49505193149399,39.596886137623784,27913900
2015-01-05,39.316829681396484,39.65627801426781,39.248938072472164,39.35077224860855,39673900
2015-01-06,38.739768981933594,39.673256065034195,38.64641962617343,39.359265426136794,36447900
2015-01-07,39.231971740722656,39.427155293193834,38.60399043925027,39.01981528317781,29114100
2015-01-08,40.386112213134766,40.52189224614489,39.64780848597046,39.67326623051881,29645200
2015-01-09,40.046661376953125,40.58129668477553,39.80056228741708,40.4030859945852,23944200
2015-01-12,39.545955657958984,40.34366587434169,39.34228730625495,40.241828461239585,23651900
2015-01-13,39.3422966003418,40.65766607643976,39.08770948194394,39.85995890885959,35270600
2015-01-14,39.00284957885742,39.240467056507306,38.714316613837106,39.00284957885742,29719600
2015-01-15,38.59547805786133,39.35924211884912,38.53607454614546,39.223462201034465,32750800
2015-01-16,39.24046325683594,39.274405832712475,38.33243056055651,38.45124090650261,35695300
2015-01-20,39.36775207519531,39.58839660575821,38.671879147575076,39.29137562034672,36161900
2015-01-21,38.96889114379883,39.15558983637153,38.59549699590361,38.98586404651,39081100
2015-01-22,39.995731353759766,40.00421618662562,39.104674989334235,39.35926205956292,35898000
2015-01-23,40.038169860839844,40.216380521296635,39.715691115310264,40.190922780445916,26211600
2015-01-26,39.893890380859375,39.99572778967614,39.24045147915981,39.88540554874962,42525500
2015-01-27,36.20238494873047,36.66064376463559,35.73564129723508,36.44848726511484,169164000
2015-01-28,34.95489501953125,36.31269822179671,34.92943728182799,36.27026757987446,84507100
2015-01-29,35.65076446533203,35.744113810901425,34.615443305903725,34.73425038671925,63585300
2015-01-30,34.28446960449219,35.28584789825725,34.24203574203244,35.26038693333157,78004900
2015-02-02,35.03127670288086,35.107653164650266,34.14022014040515,34.44572598748275,50352500
2015-02-03,35.30282974243164,35.582877792521394,34.83608622953236,35.328290716144544,52082400
2015-02-04,35.50651168823242,35.82050239931485,35.099171599929235,35.59137299265969,41614800
2015-02-05,36.024169921875,36.18540767665645,35.523480513894725,35.82898635432348,36548200
2015-02-06,35.99021530151367,36.31269396940989,35.76957404700579,36.2193446257623,34616600
2015-02-09,35.94778823852539,36.27026693848277,35.8204930777592,35.845954052262684,31381100
2015-02-10,36.15146255493164,36.29573064333667,35.79504122578558,36.27027290189794,29670700
2015-02-11,35.964752197265625,36.19388148730532,35.820484168463025,36.19388148730532,38262500
2015-02-12,36.567283630371094,36.567283630371094,36.075079142387644,36.20237429955586,33268800
2015-02-13,37.229209899902344,37.229209899902344,36.618201575119926,36.81338510471364,40264900
2015-02-17,37.246307373046875,37.605265157337435,36.91298523869162,37.57962624711345,33695700
2015-02-18,37.20356750488281,37.34886225452151,37.083914922997025,37.28903596357861,27111700
2015-02-19,37.17793273925781,37.20357164957871,36.79333278300086,36.90444016153924,27603400
2015-02-20,37.48561096191406,37.502704654763036,36.998452126728196,37.18647622748982,29721100
2015-02-23,37.73345947265625,37.767643593404486,37.30612699056631,37.34885958671769,32518800
2015-02-24,37.682186126708984,37.861665023514405,37.536891357660245,37.73346720877715,25271700
2015-02-25,37.59672927856445,37.682194507397135,37.43434077937706,37.56254188291558,29759800
2015-02-26,37.65654754638672,37.80183905642213,37.511252776062506,37.59672124692639,28957300
2015-02-27,37.4770622253418,37.776196957690736,37.31467703483593,37.71637066327865,33807700
2015-03-02,37.5026969909668,37.76764102526238,37.220656007027515,37.32321488287458,31924000
2015-03-03,36.98991012573242,37.45997861064957,36.8275249056723,37.229218607223636,31748600
2015-03-04,36.8018798828125,36.93007768990842,36.64803990606652,36.759144020158615,25748700
2015-03-05,36.8446044921875,36.95571184246477,36.59675088783354,36.81041711359636,23193500
2015-03-06,36.203609466552734,36.84460820849513,36.02413060127803,36.750594538030796,36248800
2015-03-09,36.62239456176758,36.86170298278805,36.05831578269293,36.05831578269293,32108000
2015-03-10,35.92156219482422,36.5027345470562,35.92156219482422,36.195054682899546,39159700
2015-03-11,35.87885284423828,36.21217182620875,35.75920021074014,36.160893989160826,32215300
2015-03-12,35.058353424072266,35.59679320605785,34.921607175028534,35.32330070797039,59992500
2015-03-13,35.36603927612305,35.44295925797711,34.70794682254682,34.784866804400885,58007700
2015-03-16,35.5198860168457,35.588257535822976,35.280577549702954,35.4429660203157,35273500
2015-03-17,35.63954162597656,35.75064902151004,35.16947638988919,35.357500528150624,31673400
2015-03-18,36.323272705078125,36.60531379925635,35.32331593907712,35.40878115897341,44194800
2015-03-19,36.1437873840332,36.40018625858862,36.08396108864656,36.11814521437566,33879100
2015-03-20,36.64805603027344,36.73352127260657,36.314737020768185,36.37456334245938,71904500
2015-03-23,36.630943298339844,36.861703245097246,36.562568531765066,36.64803698998354,26246100
2015-03-24,36.66514587402344,36.89590265610781,36.536944763719085,36.56258368166409,25513300
2015-03-25,35.434410095214844,36.690768687715845,35.41731640399102,36.682220211959816,43469900
2015-03-26,35.22074890136719,35.56261625434301,34.972895233474155,35.229297378350374,37495600
2015-03-27,35.0156364440918,35.40878167783834,34.895983830367996,35.14383427581478,34401400
2015-03-30,35.007076263427734,35.502783509191715,34.964343667138316,35.12672883715335,35049700
2015-03-31,34.75068283081055,35.06690800488625,34.64812393170546,34.85324172991563,34887200
2015-04-01,34.80195999145508,34.83614411378155,34.45154747037479,34.69939784361091,36865300
2015-04-02,34.4344596862793,34.81905965595221,34.28916491538561,34.75068487899311,37487500
2015-04-06,35.51134490966797,35.70791755042352,34.340454284172054,34.4772006107972,39223700
2015-04-07,35.49423599243164,35.81900960152171,35.30621191162219,35.56261075657195,28809400
2015-04-08,35.40022659301758,35.63098655940065,35.07545620503127,35.434413979212536,24753400
2015-04-09,35.451507568359375,35.57116015940228,35.25493498874766,35.25493498874766,25723900
2015-04-10,35.65663146972656,35.85320406502306,35.391684096784935,35.57971147502021,28022000
2015-04-13,35.69081115722656,35.94721328120267,35.374586000688055,35.383134476974426,30276700
2015-04-14,35.596805572509766,35.92157598913514,35.374590802935685,35.725003391612766,24244400
2015-04-15,36.11814880371094,36.28908249049772,35.62244469834706,35.690816216888436,27343600
2015-04-16,36.032684326171875,36.18652432139217,35.74209803078787,35.85320541851119,22509700
2015-04-17,35.571170806884766,35.67373299586874,35.17802552998155,35.613903422149974,42387600
2015-04-20,36.67369079589844,36.895902356962715,35.622452784910834,35.66518540123593,46057700
2015-04-21,36.44293212890625,36.87881330860336,36.34891841327394,36.75061219450662,26013800
2015-04-22,36.74205017089844,36.86170275051056,36.36599548035945,36.468554368557236,25064300
2015-04-23,37.04119110107422,37.27195110380127,36.579671095620114,36.65659109652913,46309500
2015-04-24,40.912818908691406,41.143578885299455,39.01546453483982,39.0240097516229,130933700
2015-04-27,41.049564361572266,41.13503282910267,40.35728770616367,40.36583292277238,59248200
2015-04-28,42.01533889770508,42.05807150340577,40.7675285536274,40.83590007069074,60730800
2015-04-29,41.92986297607422,42.143529210289316,41.45124943772872,41.63927676713017,47804600
2015-04-30,41.57090377807617,42.340103558132014,41.536716396676326,41.62218485017594,64725500
2015-05-01,41.58799362182617,41.77602094184438,41.36578218385833,41.51962212563908,38937300
2015-05-04,41.22905731201172,41.767494127182346,41.177776218061865,41.340161458468785,34039500
2015-05-05,40.68206024169922,41.16067390417749,40.43420982354634,40.87008761986726,50369200
2015-05-06,39.553897857666016,40.82735022915119,39.33168637701902,40.65641656542125,52433000
2015-05-07,39.91284942626953,40.24616819845525,39.45132962157191,39.545343277375615,32971700
2015-05-08,40.810264587402344,41.00683719836875,40.61369197643594,40.63933088995226,35364900
2015-05-11,40.48548126220703,40.9470011575018,40.48548126220703,40.63932122730529,24609400
2015-05-12,40.46839904785156,40.75044015061827,39.67356008951354,40.041066414779046,29928300
2015-05-13,40.70769500732422,41.297412685712956,40.65641393343849,41.186305322438,34184600
