Date,Close,High,Low,Open,Volume
2015-01-02,26.244783401489258,26.55453675922234,26.162015504466574,26.3959413007253,26480000
2015-01-05,25.744714736938477,26.16746641234832,25.659967402967474,26.12583574501147,41182000
2015-01-06,25.109350204467773,25.831445672575708,25.055328646524007,25.796258116180052,54456000
2015-01-07,25.035503387451172,25.349716612643217,24.961163720980398,25.322955391440964,46918000
2015-01-08,25.122730255126953,25.151970031325202,24.5334540464607,24.855102928147016,73054000
2015-01-09,24.815950393676758,25.20648840777159,24.71336161380152,25.18567307381611,42000000
2015-01-12,24.634563446044922,24.794147694281943,24.329765283309175,24.7426046856374,57138000
2015-01-13,24.869478225708008,25.206490036792026,24.644474093088196,24.90763967375932,60958000
2015-01-14,25.074161529541016,25.189638426748395,24.689077839172885,24.801083623360086,52800000
2015-01-15,24.97900390625,25.26348011616419,24.87988246536749,25.2208587851593,51068000
2015-01-16,25.29867172241211,25.31799916670313,24.933408926318027,24.936382815574586,49658000
2015-01-20,25.272899627685547,25.553908534036548,25.244650515231655,25.413156414301586,46796000
2015-01-21,25.790807723999023,25.86316606025628,25.25555303458851,25.31750370379337,46356000
2015-01-22,26.628877639770508,26.705200537838397,25.866142101657765,25.92016177385231,56068000
2015-01-23,26.85933494567871,27.03081474965578,26.552060121963816,26.665058472649633,45966000
2015-01-26,26.600133895874023,26.837033598508064,26.36967730553859,26.837033598508064,30932000
2015-01-27,25.83045768737793,26.404864544864676,25.814102240248438,26.33647075740005,39148000
2015-01-28,25.396305084228516,26.05347788728196,25.392340528778753,26.019280996974253,35822000
2015-01-29,25.43595314025879,25.533091360936414,24.95273681170265,25.419597695590006,79018000
2015-01-30,26.641267776489258,26.916328914102955,25.681280017677523,25.721920021898733,121108000
2015-02-02,26.376115798950195,26.589226238310506,25.856721255967102,26.481183128814905,75378000
2015-02-03,26.430633544921875,26.636308323051313,26.108984652545644,26.264108986993968,47062000
2015-02-04,26.073802947998047,26.601622070038406,26.02077204578254,26.4227084728811,33896000
2015-02-05,26.258657455444336,26.30127878688081,26.05099757149956,26.16449123488951,33176000
2015-02-06,26.459379196166992,26.7735924347286,26.200178182803285,26.317141077988286,42938000
2015-02-09,26.231403350830078,26.459381381471278,26.145663450115162,26.319619917328254,30314000
2015-02-10,26.770618438720703,26.81224910728996,26.22594863435518,26.373639197387053,47430000
2015-02-11,26.663570404052734,26.859334765847734,26.56444894496121,26.749310305467212,38306000
2015-02-12,27.060546875,27.176021870682565,26.614005998753566,26.745836438822085,48590000
2015-02-13,27.315784454345703,27.384178233198636,27.08978778427378,27.134887673552218,47382000
2015-02-17,27.010990142822266,27.40697875902138,26.924259574302674,27.31578830143067,39174000
2015-02-18,26.894027709960938,27.136875196680474,26.740391240328343,26.952013831245903,31164000
2015-02-19,27.082353591918945,27.102673592025468,26.7998587039475,26.88510325966048,30834000
2015-02-20,26.85189437866211,27.138353793561656,26.66852095335339,27.138353793561656,38234000
2015-02-23,26.514888763427734,26.727999235576814,26.36620752231047,26.713131678640455,32906000
2015-02-24,26.695781707763672,26.732950594733598,26.31664204541188,26.343900489579347,28406000
2015-02-25,27.12596893310547,27.23698404941717,26.664063241651803,26.68537579965899,40836000
2015-02-26,27.718713760375977,27.760344430858236,27.014953136685282,27.047168696404526,54032000
2015-02-27,27.88424301147461,28.220759455093763,27.60670334519146,27.662210900331228,68328000
2015-03-02,28.49829864501953,28.54637242506507,27.910014951143882,28.100824071990036,50406000
2015-03-03,28.685144424438477,28.787237876778892,28.274286387074092,28.564215078954092,50526000
2015-03-04,28.6623477935791,28.825896595925183,28.374400414868447,28.594944671274057,37964000
2015-03-05,28.815980911254883,28.90370213034802,28.657387359996303,28.7262764692727,35918000
2015-03-06,28.393232345581055,28.88288994111933,28.351601675638612,28.844233160541986,37592000
2015-03-09,28.452701568603516,28.519607455470886,28.202420350678093,28.295098682366618,23478000
2015-03-10,27.7464656829834,28.2376111419813,27.744977793088943,28.174172583647778,40080000
2015-03-11,27.540292739868164,27.96106118160014,27.52641585110867,27.74398618289766,40524000
2015-03-12,27.811887741088867,27.84509207686113,27.532366711675163,27.67856939310433,35602000
2015-03-13,27.4069766998291,27.9699851890346,27.2746509124563,27.71573939114492,35428000
2015-03-16,27.835180282592773,27.93975228801004,27.32371480780339,27.60174982430397,36856000
2015-03-17,27.635452270507812,27.785619505199847,27.476858700786728,27.66915193887057,28892000
2015-03-18,28.05919647216797,28.076542585906946,27.431758706813973,27.641399961764808,35324000
2015-03-19,27.935789108276367,28.098842569575453,27.85897087835574,27.97791511238868,24660000
2015-03-20,27.999223709106445,28.105778934942602,27.975931709633382,28.08645149089933,44320000
2015-03-23,28.020038604736328,28.231663053781187,27.90555426983146,28.051261605164928,30234000
2015-03-24,28.623191833496094,28.838283615021016,28.15484304416828,28.17714626774787,79156000
2015-03-25,28.10082244873047,28.74857821856287,28.10082244873047,28.624676886681858,53070000
2015-03-26,27.93429946899414,28.110241033898784,27.670143236250304,27.984356472002673,49842000
2015-03-27,27.632476806640625,27.955611706446064,27.601749138831863,27.844594701499393,34552000
2015-03-30,27.810401916503906,27.860954259506435,27.59481476749816,27.766294576579114,24788000
2015-03-31,27.491228103637695,27.87532109785129,27.489740213804282,27.651802989420585,34932000
2015-04-01,27.233020782470703,27.679559825001952,27.061540987577295,27.49767425304637,38902000
2015-04-02,26.827613830566406,27.159173179084938,26.784495272161728,27.129933400758688,47760000
2015-04-06,26.958454132080078,27.037255581958114,26.54957932668498,26.705199003367664,33718000
2015-04-07,27.00355339050293,27.26622362354651,26.94061205493485,27.009996502109804,27318000
2015-04-08,27.2008056640625,27.332638013644075,27.06005353668732,27.06005353668732,28386000
2015-04-09,27.160167694091797,27.227075485479592,26.85933597119219,27.219146373383506,32366000
2015-04-10,27.185935974121094,27.250860532233496,27.009500968246964,27.236983642901645,26104000
2015-04-13,27.190889358520508,27.420355240682607,27.074919030047905,27.112089806985026,29326000
2015-04-14,26.751785278320312,27.088301726641998,26.55156105431552,27.088301726641998,47206000
2015-04-15,26.81422996520996,26.920785183387757,26.384539870424003,26.661584193919968,46962000
2015-04-16,26.937143325805664,27.02189066329923,26.668525309347334,26.680914309092913,31722000
2015-04-17,26.40287971496582,26.752777742690338,26.217524924254324,26.629371732868915,49234000
2015-04-20,26.987197875976562,27.05014110196821,26.433111075629512,26.4529357435101,38508000
2015-04-21,26.907405853271484,27.147774753032532,26.872218296543842,27.0754164165487,29128000
2015-04-22,27.217653274536133,27.307853051767484,26.828107831240505,26.914343053182524,31806000
2015-04-23,27.628013610839844,27.81188427515844,27.262257395692153,27.27861284026133,78184000
2015-04-24,28.430896759033203,28.978045104866734,28.167729307687242,28.74758854399547,92168000
2015-04-27,28.057209014892578,28.523077349711357,27.86788779183222,28.38678701678215,48062000
2015-04-28,27.970481872558594,28.14196167233209,27.801480629128978,27.968003316214705,37178000
2015-04-29,27.822790145874023,28.04333438673213,27.70434124760871,27.779176252716862,33622000
2015-04-30,27.19733428955078,27.808911867134874,27.09573617574743,27.68253197332567,47240000
2015-05-01,27.315784454345703,27.31875834350248,26.953495559663324,27.283568897300867,36572000
2015-05-04,27.399045944213867,27.589853169169277,27.12894004951826,27.30735827526502,35260000
2015-05-05,26.913352966308594,27.38764764249091,26.880146742846165,27.26622297225077,28528000
2015-05-06,26.51885223388672,26.957464051403573,26.378100110151546,26.893530156141686,39034000
2015-05-07,26.863792419433594,27.02040465207109,26.43806872792071,26.559491512646844,31844000
2015-05-08,27.206256866455078,27.397064101020007,27.16066164152565,27.202292310885273,28226000
2015-05-11,27.049150466918945,27.425316287928574,27.040230689148032,27.183459481887912,21858000
2015-05-12,26.699750900268555,26.90939215587756,26.51488953713808,26.90195648660785,35282000
2015-05-13,26.737415313720703,26.953002444189668,26.712138199100508,26.785984429247467,24238000
2015-05-14,27.218645095825195,27.24293154284862,26.88659041659385,26.95944408591096,31736000
2015-05-15,27.084335327148438,27.288030664331462,26.886589658860693,27.277622997579474,33440000
2015-05-18,27.093257904052734,27.176023907751638,26.87419967122838,26.95201045322472,26706000
2015-05-19,27.222610473632812,27.426799251068747,27.115559918141255,27.159171917047694,47126000
2015-05-20,27.3826904296875,27.559125432010088,27.015446312308498,27.30388898382948,30840000
2015-05-21,27.595802307128906,27.63545164395248,27.223602948915225,27.26820750754953,34170000
